iter	Logloss
0	0.6324873027
1	0.6058966484
2	0.5744252584
3	0.5625852566
4	0.5526221699
5	0.5437943901
6	0.537746944
7	0.5260530103
8	0.522267484
9	0.5197426292
10	0.5168696323
11	0.5140301436
12	0.5119137055
13	0.5096468625
14	0.5051688077
15	0.5040172237
16	0.502765999
17	0.5015301067
18	0.4993096253
19	0.4979181671
20	0.4972445109
21	0.4960951242
22	0.4957486773
23	0.495110191
24	0.4948261226
25	0.4945563246
26	0.4942337703
27	0.4940034141
28	0.4936482532
29	0.4931523052
30	0.4929789645
31	0.4928448528
32	0.4926170061
33	0.4925538091
34	0.492450765
35	0.492247778
36	0.4921444524
37	0.4919727708
38	0.4918779149
39	0.4917717344
40	0.4916852812
41	0.4915876905
42	0.4915402369
43	0.4914963436
44	0.4913871549
45	0.4913024548
46	0.4912703728
47	0.4912029078
48	0.4911634514
49	0.4910294492
50	0.4909927424
51	0.4909231273
52	0.4908425798
53	0.4908011334
54	0.4907061464
55	0.490642511
56	0.4905813938
57	0.4905500313
58	0.4901616251
59	0.4900755593
60	0.4900052965
61	0.4899637454
62	0.4899214889
63	0.4898947398
64	0.489865156
65	0.4898357094
66	0.4898278461
67	0.4897723144
68	0.4897058273
69	0.4896685288
70	0.4896425464
71	0.4896338034
72	0.4895692405
73	0.4894167512
74	0.489385075
75	0.4893208061
76	0.4892625353
77	0.4892169256
78	0.4892140084
79	0.4891948038
80	0.4891612262
81	0.4891534239
82	0.4891269903
83	0.489103445
84	0.4890868948
85	0.4890838433
86	0.489080972
87	0.489077653
88	0.4890249273
89	0.4890172968
90	0.4890018828
91	0.4889926527
92	0.4889801825
93	0.4889772061
94	0.4889653707
95	0.4889526958
96	0.4889489295
97	0.488945902
98	0.4889428584
99	0.4889382042
100	0.4888799979
101	0.4888773824
102	0.4888728927
103	0.4888647244
104	0.4888616728
105	0.4888576767
106	0.4888340579
107	0.4888308143
108	0.4888280023
109	0.4888240689
110	0.4888207219
111	0.4888172588
112	0.4887891086
113	0.4887853222
114	0.4887824581
115	0.4887786701
116	0.4887744334
117	0.4887192731
118	0.4886472965
119	0.4883812123
120	0.4883773398
121	0.488192163
122	0.4881493929
123	0.4880951145
124	0.4880342975
125	0.4879703541
126	0.4879652567
127	0.4878996782
128	0.4878942498
129	0.4878447099
130	0.4877849421
131	0.4877263179
132	0.487662838
133	0.4876562179
134	0.487603408
135	0.487597341
136	0.4875446123
137	0.4874958544
138	0.4874894163
139	0.4874268169
140	0.487420964
141	0.4873381375
142	0.487269445
143	0.4872613204
144	0.4872213816
145	0.487213113
146	0.4872053596
147	0.4871485014
148	0.487139562
149	0.4870938337
150	0.4870297489
151	0.4870210626
152	0.4869663123
153	0.4869580992
154	0.4868757708
155	0.4867920923
156	0.4867832295
157	0.4867326429
158	0.4867235894
159	0.4866720295
160	0.4866631258
161	0.4866544823
162	0.4866457353
163	0.4865860867
