iter	Logloss
888	0.4809146906
889	0.4809097167
890	0.4809047513
891	0.4808997744
892	0.4808948086
893	0.4808898344
894	0.4808848609
895	0.4808298264
896	0.4808248073
897	0.4808198067
898	0.4808148171
899	0.4808098403
900	0.4808048664
901	0.4807998914
902	0.4807949334
903	0.4807899647
904	0.480784986
905	0.4807800317
906	0.4807750711
907	0.4807700997
908	0.4807651489
909	0.4807602019
910	0.4807552415
911	0.4807502813
912	0.4807453188
913	0.4807403616
914	0.4807354084
915	0.4807304571
916	0.4807255104
917	0.4807205552
918	0.4807156091
919	0.480710649
920	0.4807057017
921	0.4807007617
922	0.4806958085
923	0.4806908604
924	0.4806859205
925	0.4806809672
926	0.4806760304
927	0.4806710894
928	0.4806661409
929	0.4806612041
930	0.4806562618
931	0.4806513157
932	0.4806463709
933	0.4806414465
934	0.4806365004
935	0.4806315625
936	0.4806266318
937	0.480621692
938	0.4806167643
939	0.4806118136
940	0.4806068882
941	0.4806019616
942	0.4805970426
943	0.4805921086
944	0.4805871739
945	0.4805822472
946	0.4805773162
947	0.4805723955
948	0.4805674748
949	0.4805625478
950	0.4805576169
951	0.4805526968
952	0.4805477795
953	0.4805428612
954	0.4805379283
955	0.4805330033
956	0.480528088
957	0.4805231694
958	0.4805182577
959	0.4805133366
960	0.4805084132
961	0.4805035015
962	0.4804985884
963	0.4804936719
964	0.4804557961
965	0.4804508661
966	0.4803944207
967	0.4803894723
968	0.4803845449
969	0.4803796128
970	0.480374691
971	0.4803697756
972	0.4803648567
973	0.4803002965
974	0.4802952502
975	0.4802903091
976	0.4802853774
977	0.4802804554
978	0.4802755379
979	0.4802706194
980	0.4802657022
981	0.4802607913
982	0.480255878
983	0.4802509656
984	0.480246051
985	0.4802411404
986	0.480236236
987	0.4802313237
988	0.4802264185
989	0.4802215064
990	0.4802165991
991	0.4802116889
992	0.480206794
993	0.4802018864
994	0.4801969884
995	0.4801920728
996	0.4801871775
997	0.4801822817
998	0.4801773765
999	0.4801724866
1000	0.4801675864
1001	0.480162697
1002	0.4801577923
1003	0.4801528886
1004	0.4801480066
1005	0.4801431068
1006	0.4801382133
1007	0.4801333303
1008	0.48012843
1009	0.4801235489
1010	0.4801186628
1011	0.4801137733
1012	0.480108875
1013	0.4801039922
1014	0.4800991147
1015	0.4800942252
1016	0.4800893415
1017	0.4800844655
1018	0.4800795777
1019	0.4800746966
1020	0.4800698204
1021	0.4800649357
1022	0.4800600624
1023	0.4800551812
1024	0.4800503072
1025	0.4800454296
1026	0.480040559
1027	0.4800356882
1028	0.4800308088
1029	0.4800259375
1030	0.4800210679
1031	0.4800161955
1032	0.4800113279
1033	0.4800064627
1034	0.4800015919
1035	0.4799967222
1036	0.4799918532
1037	0.4799869861
1038	0.4799821231
1039	0.4799772634
1040	0.4799723959
1041	0.4799675323
1042	0.4799626703
1043	0.4799578199
1044	0.4799529472
1045	0.4799480883
1046	0.4799432353
1047	0.4799383712
1048	0.4799335199
1049	0.4799286567
1050	0.4799238064
1051	0.4799174575
1052	0.4799126015
1053	0.4799077488
1054	0.4799028985
1055	0.4798980435
1056	0.4798932
1057	0.4798883387
1058	0.4798834869
1059	0.4798786358
1060	0.4798737846
1061	0.4798689368
1062	0.4798640788
1063	0.4798592337
1064	0.4798543878
1065	0.4798495457
1066	0.479844694
1067	0.4798398535
1068	0.4798350035
1069	0.4798301665
1070	0.4798253199
1071	0.4798204749
1072	0.479815641
1073	0.4798108076
1074	0.4798059695
1075	0.4798011283
1076	0.4797962876
1077	0.4797510734
1078	0.4797462446
1079	0.4797413979
1080	0.4797365533
1081	0.4797317213
1082	0.479726878
1083	0.4797220409
1084	0.4797172143
1085	0.4797123744
1086	0.4797075363
1087	0.4797027061
1088	0.4796978707
1089	0.4796930375
1090	0.4796882157
1091	0.479683391
1092	0.4796785609
1093	0.4796737381
1094	0.4796688982
1095	0.4796640673
1096	0.4796592571
1097	0.479654421
1098	0.4796495951
1099	0.4796447834
1100	0.4796399542
1101	0.4796351296
1102	0.4796303074
1103	0.479625489
1104	0.479620671
1105	0.479615855
1106	0.4796110261
1107	0.4796062076
1108	0.4796014017
1109	0.4795965822
1110	0.479591767
1111	0.4795869508
1112	0.4795821332
1113	0.4795773219
1114	0.4795725055
1115	0.4795676977
1116	0.4795628954
1117	0.4795580808
1118	0.4795532725
1119	0.4795484642
1120	0.4795436531
1121	0.479538842
1122	0.4795340459
1123	0.4795292349
1124	0.4795244344
1125	0.4795196369
1126	0.4795148313
1127	0.4795100338
1128	0.4795052248
1129	0.4795004305
1130	0.479495626
1131	0.4794908299
1132	0.4794860339
1133	0.4794812383
1134	0.4794764368
1135	0.4794716405
1136	0.4794668532
1137	0.4794620528
1138	0.4794572605
1139	0.479452467
1140	0.4794476774
1141	0.4794428866
1142	0.4794380891
1143	0.4794333001
1144	0.4794285134
1145	0.4794237253
1146	0.4794189283
1147	0.4794141428
1148	0.479409364
1149	0.479404568
1150	0.4793997801
1151	0.4793950025
1152	0.4793902174
1153	0.4793854429
1154	0.4793806531
1155	0.4793758671
1156	0.4793710825
1157	0.4793663063
1158	0.4793615199
1159	0.4793567402
1160	0.4793519707
1161	0.4793471831
1162	0.4793423998
1163	0.4793376339
1164	0.4793328547
1165	0.4793280718
1166	0.479323301
1167	0.4793185295
1168	0.4793137555
1169	0.4792699539
1170	0.4792651582
1171	0.4792603831
1172	0.4792556017
1173	0.4792508298
1174	0.4792460577
1175	0.4792412914
1176	0.4792365117
1177	0.4792317407
1178	0.4792269718
1179	0.4792222043
1180	0.4792174311
1181	0.4792126607
1182	0.4792078894
1183	0.4792031289
1184	0.4791983679
1185	0.4791936001
1186	0.4791888306
1187	0.4791840802
1188	0.4791328415
1189	0.4791280565
1190	0.4791232707
1191	0.479118488
1192	0.4790681536
1193	0.4790633716
1194	0.4790585884
1195	0.4790538115
1196	0.4790490354
1197	0.4790442708
1198	0.4790394997
1199	0.4790347275
1200	0.4790299545
1201	0.4790251909
1202	0.4790204257
1203	0.4790156684
1204	0.4790109047
1205	0.4790061364
1206	0.4790013743
1207	0.4789966196
1208	0.4789918555
1209	0.4789871042
1210	0.4789823448
1211	0.4789775938
1212	0.4789728275
1213	0.478968081
1214	0.4789633149
1215	0.4789585672
1216	0.4789538157
1217	0.4789490615
1218	0.4789443166
1219	0.4789395695
1220	0.4789348121
1221	0.4788966691
1222	0.4788919115
1223	0.4788871633
1224	0.4788824075
1225	0.4788776664
1226	0.4788729273
1227	0.4788681816
1228	0.4788634267
1229	0.4788586852
1230	0.4788539457
1231	0.4788492006
1232	0.4788444538
1233	0.4788397155
1234	0.4788349747
1235	0.4788302379
1236	0.4788254963
1237	0.4788207512
1238	0.4788160164
1239	0.4788112786
1240	0.478806542
1241	0.4788018064
1242	0.4787970679
1243	0.4787923407
1244	0.4787875989
1245	0.4787828656
1246	0.4787781399
1247	0.478773406
1248	0.4787686769
1249	0.4787639536
1250	0.4787592181
1251	0.478754483
1252	0.4787497574
1253	0.4787179023
1254	0.4787131722
1255	0.4787084522
1256	0.4787037212
1257	0.4786989895
1258	0.4786942667
1259	0.478689543
1260	0.4786848132
1261	0.4786800958
1262	0.4786753726
1263	0.4786706408
1264	0.4786659298
1265	0.4786612049
1266	0.4786564871
1267	0.4786517723
1268	0.478647047
1269	0.478642336
1270	0.4786376159
1271	0.4786328993
1272	0.4786281795
1273	0.4786234628
1274	0.4786187503
1275	0.4786140362
1276	0.4786093322
1277	0.4786046121
1278	0.4785999018
1279	0.478595189
1280	0.4785904814
1281	0.4785857728
1282	0.4785810703
1283	0.4785763582
1284	0.4785716496
1285	0.4785669472
1286	0.4785622431
1287	0.478557536
1288	0.4785528265
1289	0.4785481263
1290	0.4785434122
1291	0.4785387204
1292	0.4785340183
1293	0.4785293122
1294	0.4785246134
1295	0.4785199166
1296	0.4785152166
1297	0.4785105193
1298	0.478505822
1299	0.4785011216
1300	0.4784964382
1301	0.4784917368
1302	0.4784870468
1303	0.478482343
1304	0.4784776588
1305	0.4784729577
1306	0.4784682666
1307	0.4784635855
1308	0.4784588927
1309	0.4784542051
1310	0.4784495108
1311	0.4784448205
1312	0.4784401357
1313	0.4784354522
1314	0.4784307625
1315	0.4784260683
1316	0.4784213988
1317	0.4784167046
1318	0.4784120188
1319	0.4784073377
1320	0.4784026544
1321	0.4783979839
1322	0.4783932883
1323	0.4783886207
1324	0.478383935
1325	0.478379252
1326	0.4783745803
1327	0.4783698964
1328	0.4783652241
1329	0.4783605451
1330	0.4783558727
1331	0.4783511953
1332	0.4783465177
1333	0.4783418534
1334	0.4783371801
1335	0.4783325093
1336	0.4783278332
1337	0.478323164
1338	0.4783184909
1339	0.4783138266
1340	0.4783091605
1341	0.4783044888
1342	0.4782998157
1343	0.4782951498
1344	0.4782904841
1345	0.4782372169
1346	0.4782325194
1347	0.4782278333
1348	0.4782231535
1349	0.4782184829
1350	0.478213808
1351	0.4782091353
1352	0.4782044726
1353	0.4781997916
1354	0.4781951296
1355	0.478190468
1356	0.4781471693
1357	0.4781424187
1358	0.4781377377
1359	0.4781330527
1360	0.4781283752
1361	0.4781236955
1362	0.4781190223
1363	0.4781143475
1364	0.478109685
1365	0.4781050081
1366	0.4781003478
1367	0.4780956801
1368	0.478091021
1369	0.478086354
1370	0.4780816868
1371	0.4780770305
1372	0.4780723675
1373	0.4780677068
1374	0.4780630433
1375	0.4780583822
1376	0.4780537262
1377	0.4780490719
1378	0.4780444114
1379	0.4780397556
1380	0.4780351002
1381	0.4780304462
1382	0.4780257851
1383	0.4780211345
1384	0.4780164753
1385	0.478011822
1386	0.4780071732
1387	0.4780025257
1388	0.4779978654
1389	0.4779932201
1390	0.4779885686
1391	0.4779839175
1392	0.4779792713
1393	0.4779746256
1394	0.4779699841
1395	0.4779653322
1396	0.4779606789
1397	0.4779560379
1398	0.4779513956
1399	0.4778945498
1400	0.4778898223
1401	0.4778851265
1402	0.4778804459
1403	0.4778757804
1404	0.4778711266
1405	0.4778664803
1406	0.4778618374
1407	0.4778571976
1408	0.4778525462
1409	0.4778479128
1410	0.4778432732
1411	0.4778386291
1412	0.4778339881
1413	0.4778293506
1414	0.4778247178
1415	0.4778200764
1416	0.4778154475
1417	0.4778108054
1418	0.4778061768
1419	0.4778015387
1420	0.4777969116
1421	0.4777922778
1422	0.4777876424
1423	0.4777830141
1424	0.4777783845
1425	0.477773745
1426	0.4777691207
1427	0.4777644922
1428	0.4777598683
1429	0.4777552364
1430	0.4777506078
1431	0.4777459768
1432	0.4777413559
1433	0.4777367408
1434	0.4777320995
1435	0.4777274742
1436	0.477722851
1437	0.47771823
1438	0.4777136049
1439	0.4777089823
1440	0.4777043597
1441	0.4776997373
1442	0.4776951187
1443	0.4776904981
1444	0.477685877
1445	0.4776812655
1446	0.4776766392
1447	0.4776720197
1448	0.4776673998
1449	0.4776150528
1450	0.4776104215
1451	0.4776057935
1452	0.477601169
1453	0.4775965462
1454	0.4775919125
1455	0.4775612557
1456	0.4775566224
1457	0.4775229891
1458	0.4775183534
1459	0.4775137215
1460	0.4775090973
1461	0.4775044726
1462	0.4774998477
1463	0.4774952213
1464	0.4774906038
1465	0.4774859822
1466	0.4774813687
1467	0.4774767437
1468	0.4774721251
1469	0.4774675125
1470	0.4774628858
1471	0.4774582658
1472	0.4774536595
1473	0.4774490403
1474	0.4774444306
1475	0.4774398166
1476	0.4774352115
1477	0.4774305984
1478	0.4774259926
1479	0.4774213734
1480	0.4774167616
1481	0.4774121593
1482	0.4774075504
1483	0.4774029446
1484	0.4773983381
1485	0.4773937293
1486	0.4773891273
1487	0.4773845274
1488	0.4773799118
1489	0.4773753175
1490	0.4773707205
1491	0.477366113
1492	0.477361513
1493	0.4773569157
1494	0.4773523179
1495	0.4773477251
1496	0.4773431114
1497	0.4773385172
1498	0.4773339236
1499	0.4773293195
1500	0.4773247286
1501	0.4773201325
1502	0.4773155312
1503	0.4773109377
1504	0.4773063428
1505	0.4773017565
1506	0.4772971604
1507	0.4772925677
1508	0.4772619095
1509	0.4772573104
1510	0.4772527147
1511	0.4772481244
